payment_date,code,codeLated,amount,amountRetarded,creditId,companyId
viernes,7000000095872763,7000000095872839,184.55,204.55,353829854831257,1
sábado,7000000095872904,7000000095872920,135.34,155.34,353829854831893,1
domingo,7000000095872987,7000000095873050,101.50,121.50,353829854836793,1
lunes,7000000095873126,7000000095873183,135.34,155.34,353829854838344,1
martes,7000000095873233,7000000095873274,138.42,158.42,353829855498551,1
miércoles,7000000095873316,7000000095873373,135.34,155.34,353829855498684,1
jueves,7000000095873415,7000000095873456,138.42,158.42,353829855500174,1
viernes,7000000095873506,7000000095873548,135.34,155.34,353829855500976,1
sábado,7000000095873613,7000000095873639,135.34,155.34,353829855514704,1
domingo,7000000095873688,7000000095873720,184.55,204.55,353829855515016,1
lunes,7000000095873787,7000000095873803,101.50,121.50,353829855515297,1
martes,7000000096262147,7000000096262188,124.57,144.57,356776971747683,1
miércoles,7000000095873860,7000000095873902,184.55,204.55,353829855515453,1
jueves,7000000095873951,7000000095873993,184.55,204.55,353829855515867,1
viernes,7000000095874025,7000000095874066,332.20,352.20,353829855516105,1
sábado,7000000095874116,7000000095874157,135.34,155.34,353829855516147,1
domingo,7000000095874199,7000000095874256,332.20,352.20,353829855516162,1
lunes,7000000095874306,7000000095874348,184.55,204.55,353829855516600,1
martes,7000000095874389,7000000095874447,135.34,155.34,353829855516824,1
miércoles,7000000095874520,7000000095874579,184.55,204.55,353829855517012,1
jueves,7000000095874645,7000000095874660,184.55,204.55,353829856158188,1
viernes,7000000095876301,7000000095876392,360.98,380.98,353842199092162,1
sábado,7000000095876459,7000000095876475,412.25,432.25,353842199092709,1
domingo,7000000095876509,7000000095876558,135.34,155.34,353883563372350,1
lunes,7000000095876590,7000000095876640,112.78,132.78,353883563614793,1
martes,7000000095876673,7000000095876707,153.78,173.78,353883563621616,1
miércoles,7000000095876764,7000000095876798,91.36,111.36,353883563634734,1
jueves,7000000095876905,7000000095876947,152.26,172.26,353883563636556,1
viernes,7000000095876970,7000000095877010,115.34,135.34,353883563636853,1
sábado,7000000095877069,7000000095877119,141.48,161.48,353883566143279,1
domingo,7000000095877150,7000000095877176,203.02,223.02,353883566143683,1
lunes,7000000095877218,7000000095877267,254.66,274.66,353883566143741,1
martes,7000000095877291,7000000095877358,148.88,168.88,353883566144079,1
miércoles,7000000095877408,7000000095877465,148.88,168.88,353883566264679,1
jueves,7000000095877515,7000000095877580,153.78,173.78,353883566264919,1
viernes,7000000095877648,7000000095877689,203.02,223.02,353883566336725,1
sábado,7000000095877739,7000000095877796,153.78,173.78,353883566352169,1
domingo,7000000095877838,7000000095877879,153.78,173.78,353883566352185,1
lunes,7000000095877929,7000000095877986,215.30,235.30,353883566566248,1
martes,7000000095878000,7000000095878034,148.88,168.88,353883566894095,1
miércoles,7000000095878067,7000000095878117,184.55,204.55,353883566906980,1
jueves,7000000095878190,7000000095878281,112.78,132.78,353883566907145,1
viernes,7000000095878349,7000000095878406,203.02,223.02,353883567321908,1
sábado,7000000095878463,7000000095878489,112.78,132.78,353883567321957,1
domingo,7000000095878547,7000000095878612,78.67,98.67,353883567322047,1
lunes,7000000095878695,7000000095878737,199.17,219.17,353883567511706,1
martes,7000000095880220,7000000095880279,199.17,219.17,353883567511854,1
miércoles,7000000095880345,7000000095880378,199.17,219.17,353883567512274,1
jueves,7000000095880386,7000000095880436,199.17,219.17,353883567512498,1
viernes,7000000095880501,7000000095880550,199.17,219.17,353883567512530,1
sábado,7000000095880618,7000000095880667,78.67,98.67,353883567517919,1
domingo,7000000095880691,7000000095880774,199.17,219.17,353883567519931,1
lunes,7000000095880816,7000000095880907,199.17,219.17,353883567519980,1
martes,7000000095880972,7000000095881012,147.63,167.63,353883567739992,1
miércoles,7000000095881046,7000000095881095,203.02,223.02,353883568093225,1
jueves,7000000095881145,7000000095881178,199.17,219.17,353883568143327,1
viernes,7000000095881251,7000000095881319,148.88,168.88,353883568143954,1
sábado,7000000095881368,7000000095881400,153.78,173.78,353883568277752,1
domingo,7000000095881442,7000000095881525,91.36,111.36,353883568277935,1
lunes,7000000095881558,7000000095881616,148.88,168.88,353883568277950,1
martes,7000000095881657,7000000095881699,199.17,219.17,353883568337176,1
miércoles,7000000095881749,7000000095881764,199.17,219.17,353883568337218,1
jueves,7000000095881798,7000000095881855,199.17,219.17,353883568369476,1
viernes,7000000095881889,7000000095881939,199.17,219.17,353883568369658,1
sábado,7000000095881988,7000000095882002,199.17,219.17,353883568370169,1
domingo,7000000095882010,7000000095882069,199.17,219.17,353883568370193,1
lunes,7000000095882135,7000000095882184,199.17,219.17,353883568370284,1
martes,7000000095882200,7000000095882218,199.17,219.17,353883568370300,1
miércoles,7000000095882259,7000000095882283,98.12,118.12,353883568377057,1
jueves,7000000095882333,7000000095882416,152.26,172.26,353883568387106,1
viernes,7000000095882457,7000000095882481,199.17,219.17,353883568391413,1
sábado,7000000095883943,7000000095883992,199.17,219.17,353883568391785,1
domingo,7000000095884016,7000000095884057,203.02,223.02,353883568618450,1
lunes,7000000095884123,7000000095884156,112.78,132.78,353883568619094,1
martes,7000000095884214,7000000095884255,125.19,145.19,353883568619268,1
miércoles,7000000095884297,7000000095884362,125.19,145.19,353883568619276,1
jueves,7000000095884404,7000000095884495,78.67,98.67,353883568621348,1
viernes,7000000095884529,7000000095884552,148.88,168.88,353883568624508,1
sábado,7000000095884578,7000000095884651,148.88,168.88,353883568624839,1
domingo,7000000095884743,7000000095884800,148.88,168.88,353883568624847,1
lunes,7000000095884842,7000000095884917,111.66,131.66,353883568624946,1
martes,7000000095884974,7000000095885047,112.78,132.78,353883568625026,1
miércoles,7000000095885146,7000000095885195,246.09,266.09,354028670631384,1
jueves,7000000095885237,7000000095885294,180.47,200.47,354028670631483,1
viernes,7000000095885351,7000000095885377,246.09,266.09,354028670631772,1
sábado,7000000095885443,7000000095885518,246.09,266.09,354028670631848,1
domingo,7000000095885575,7000000095885617,209.17,229.17,354028670631939,1
lunes,7000000095885633,7000000095885682,180.47,200.47,354028670633091,1
martes,7000000095885716,7000000095885773,115.04,135.04,354028670633257,1
miércoles,7000000095885849,7000000095885880,246.09,266.09,354028670634198,1
jueves,7000000095885997,7000000095886045,246.09,266.09,354028670634255,1
viernes,7000000095886078,7000000095886144,246.09,266.09,354028670634271,1
sábado,7000000095886201,7000000095886227,246.09,266.09,354028670634289,1
domingo,7000000095886276,7000000095886367,180.47,200.47,354028670634503,1
lunes,7000000095886383,7000000095886433,156.88,176.88,354028670634610,1
martes,7000000095886441,7000000095886474,180.47,200.47,354028670634636,1
miércoles,7000000095888074,7000000095888124,135.35,155.35,354028671089764,1
jueves,7000000095888165,7000000095888215,180.47,200.47,354028671089772,1
viernes,7000000095888231,7000000095888264,246.09,266.09,354028671089970,1
sábado,7000000095888306,7000000095888330,209.17,229.17,354028671090127,1
domingo,7000000095888389,7000000095888421,246.09,266.09,354028671090176,1
lunes,7000000095888454,7000000095888488,180.47,200.47,354028671090598,1
martes,7000000095888512,7000000095888553,246.09,266.09,354028671090606,1
miércoles,7000000095888579,7000000095888637,110.74,130.74,354028671090812,1
jueves,7000000095888694,7000000095888744,184.57,204.57,354028671090879,1
viernes,7000000095888827,7000000095888884,246.09,266.09,354028671090895,1
sábado,7000000095888926,7000000095888991,110.74,130.74,354028671091703,1
domingo,7000000095889023,7000000095889114,246.09,266.09,354028671091760,1
lunes,7000000095889189,7000000095889247,184.57,204.57,354028671091778,1
martes,7000000095889296,7000000095889320,246.09,266.09,354028671091794,1
miércoles,7000000095889353,,239.04,,354028671091802,1
jueves,7000000095889387,,239.04,,354028671091810,1
viernes,7000000095889445,7000000095889494,246.09,266.09,354028671091828,1
sábado,7000000095889544,7000000095889577,246.09,266.09,354028671091836,1
domingo,7000000095889619,7000000095889684,246.09,266.09,354028671091885,1
lunes,7000000095889767,,239.04,,354028671091893,1
martes,7000000095889809,7000000095889874,246.09,266.09,354028671091919,1
miércoles,7000000095889973,7000000095890005,180.47,200.47,354028671092065,1
jueves,7000000095890039,7000000095890104,246.09,266.09,354028671092081,1
viernes,7000000095890146,7000000095890195,180.47,200.47,354028671092107,1
sábado,7000000095890229,7000000095890294,246.09,266.09,354028671092164,1
domingo,7000000095891920,7000000095891946,184.57,204.57,354028671092172,1
lunes,7000000095892019,7000000095892076,442.97,462.97,354028671092180,1
martes,7000000095892159,7000000095892217,180.47,200.47,354028671092214,1
miércoles,7000000095892258,7000000095892324,442.97,462.97,354028671092230,1
jueves,7000000095892373,7000000095892431,184.57,204.57,354028671092248,1
viernes,7000000095892472,7000000095892555,180.47,200.47,354028671092255,1
sábado,7000000095892605,7000000095892621,180.47,200.47,354028671092271,1
domingo,7000000095892688,7000000095892720,135.35,155.35,354028671092321,1
lunes,7000000095892795,,209.00,,354028671092362,1
martes,7000000095892845,7000000095892878,184.57,204.57,354028671092479,1
miércoles,7000000095892902,7000000095892944,184.57,204.57,354028671092487,1
jueves,7000000095892977,7000000095893017,180.47,200.47,354028671092537,1
viernes,7000000095893058,7000000095893074,135.35,155.35,354028671308974,1
sábado,7000000095893140,7000000095893199,180.47,200.47,354028671309089,1
domingo,7000000095893215,7000000095893280,184.57,204.57,354028671309121,1
lunes,7000000095893322,7000000095893363,135.35,155.35,354028671309196,1
martes,7000000095893439,7000000095893512,180.47,200.47,354028671309279,1
miércoles,7000000095893553,7000000095893587,246.09,266.09,354028671311812,1
jueves,7000000095893595,7000000095893637,442.97,462.97,354028671311887,1
viernes,7000000095893710,7000000095893736,246.09,266.09,354028671311903,1
sábado,7000000095893801,7000000095893843,180.47,200.47,354028672643619,1
domingo,7000000095893892,7000000095893959,442.97,462.97,354028672643668,1
lunes,7000000095894007,7000000095894056,180.47,200.47,354028672664912,1
martes,7000000095894098,7000000095894148,246.09,266.09,354028672665182,1
miércoles,7000000095894213,7000000095894304,180.47,200.47,354028672665190,1
jueves,7000000095895988,7000000095896028,184.57,204.57,354028672665216,1
viernes,7000000095896051,7000000095896093,209.18,229.18,354028672665232,1
sábado,7000000095896143,7000000095896184,180.47,200.47,354028672665240,1
domingo,7000000095896226,7000000095896242,180.47,200.47,354028672668822,1
lunes,7000000095896275,7000000095896325,246.09,266.09,354028672669309,1
martes,7000000095896333,7000000095896358,246.09,266.09,354028672669341,1
miércoles,7000000095896432,7000000095896481,180.47,200.47,354028672669382,1
jueves,7000000095896556,7000000095896622,180.47,200.47,354028672669408,1
viernes,7000000095896671,7000000095896739,246.09,266.09,354028672669432,1
sábado,7000000095896770,7000000095896812,184.57,204.57,354028672669838,1
domingo,7000000095896838,7000000095896937,180.47,200.47,354028673696723,1
lunes,7000000095896994,7000000095897018,344.53,364.53,354028673697481,1
martes,7000000095897091,7000000095897133,246.09,266.09,354028673697580,1
miércoles,7000000095897166,7000000095897281,135.35,155.35,354028673697689,1
jueves,7000000095897364,7000000095897406,246.09,266.09,354028673699081,1
viernes,7000000095897455,7000000095897505,209.17,229.17,354028674274611,1
sábado,7000000095897570,,239.04,,354028674276103,1
domingo,7000000095897596,7000000095897620,128.99,148.99,354028674276145,1
lunes,7000000095897653,7000000095897703,344.53,364.53,354028674304525,1
martes,7000000095897786,7000000095897828,246.09,266.09,354028674304558,1
miércoles,7000000095897893,7000000095897943,153.39,173.39,354028674490209,1
jueves,7000000095897984,,210.00,,354028674490431,1
viernes,7000000095898032,7000000095898065,115.04,135.04,354028674490696,1
sábado,7000000095899741,7000000095899758,376.50,396.50,354028674492494,1
domingo,7000000095899832,,210.00,,354028674493229,1
lunes,7000000095899857,,209.00,,354028674493278,1
martes,7000000095899931,7000000095899972,209.17,229.17,354028674495026,1
miércoles,7000000095900010,,210.00,,354028674495463,1
jueves,7000000095900176,,210.00,,354028674498699,1
viernes,7000000095900218,7000000095900259,153.39,173.39,354028674499267,1
sábado,7000000095900291,,239.04,,354028674500023,1
domingo,7000000095900333,7000000095900366,153.39,173.39,354028674500064,1
lunes,7000000095900408,,209.00,,354028674500072,1
martes,7000000095900473,,209.00,,354028674500122,1
miércoles,7000000095900523,,210.00,,354028674500411,1
jueves,7000000095900580,7000000095900614,209.17,229.17,354028674500957,1
viernes,7000000095900671,,210.00,,354028674501278,1
sábado,7000000095900713,7000000095900762,153.39,173.39,354028674501286,1
domingo,7000000095900812,7000000095900861,246.09,266.09,354028674501294,1
lunes,7000000095900895,,209.00,,354028674501377,1
martes,7000000095900945,,209.00,,354028674503357,1
miércoles,7000000095900952,7000000095900994,246.09,266.09,354028674506897,1
jueves,7000000095901059,,209.00,,354028674508331,1
viernes,7000000095901109,,210.00,,354028674508406,1
sábado,7000000095901166,7000000095901190,209.17,229.17,354028674508612,1
domingo,7000000095901224,,210.00,,354028674508638,1
lunes,7000000095902420,,209.73,,354028674508869,1
martes,7000000095902479,,209.73,,354028674509099,1
miércoles,7000000095902503,7000000095902560,292.84,312.84,354028674510022,1
jueves,7000000095902578,,239.04,,354028674510519,1
viernes,7000000095902628,,239.04,,354028674512879,1
sábado,7000000095902701,,239.04,,354028674513034,1
domingo,7000000095902818,7000000095902875,209.17,229.17,354028674513059,1
lunes,7000000095902933,,210.00,,354028674513133,1
